PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),8,3,470.16,Billing Account,285.25200.7067.371501.580013.0000.00000,821930,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),14,3,653.73,Billing Account,285.25200.7067.371501.580013.0000.00000,817600,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),18,3,900.3,Billing Account,285.25200.7067.371501.580013.0000.00000,816526,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),22,3,731.34,Billing Account,285.25200.7067.371501.580013.0000.00000,815720,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,202.08,Billing Account,285.25200.7067.371501.580013.0000.00000,832033,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,346.98,Billing Account,285.25200.7067.371501.580013.0000.00000,832037,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,442.44,Billing Account,285.25200.7067.371501.580013.0000.00000,832032,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,470.16,Billing Account,285.25200.7067.371501.580013.0000.00000,821930,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,526.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826616,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,561.66,Billing Account,285.25200.7067.371501.580013.0000.00000,821921,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,653.73,Billing Account,285.25200.7067.371501.580013.0000.00000,817600,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,654.96,Billing Account,285.25200.7067.371501.580013.0000.00000,825611,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,731.34,Billing Account,285.25200.7067.371501.580013.0000.00000,815720,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,900.3,Billing Account,285.25200.7067.371501.580013.0000.00000,816526,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Digital Capture (oversize/foldout),1,15,653.73,Billing Account,285.25200.7067.371501.580013.0000.00000,817600,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",441,0.75,346.98,Billing Account,285.25200.7067.371501.580013.0000.00000,832037,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",548,0.75,442.44,Billing Account,285.25200.7067.371501.580013.0000.00000,832032,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",572,0.75,470.16,Billing Account,285.25200.7067.371501.580013.0000.00000,821930,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",656,0.75,526.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826616,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",697,0.75,561.66,Billing Account,285.25200.7067.371501.580013.0000.00000,821921,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",765,0.75,653.73,Billing Account,285.25200.7067.371501.580013.0000.00000,817600,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",832,0.75,654.96,Billing Account,285.25200.7067.371501.580013.0000.00000,825611,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",853,0.75,731.34,Billing Account,285.25200.7067.371501.580013.0000.00000,815720,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",1085,0.75,900.3,Billing Account,285.25200.7067.371501.580013.0000.00000,816526,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,441,0.03,346.98,Billing Account,285.25200.7067.371501.580013.0000.00000,832037,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,516,0.03,202.08,Billing Account,285.25200.7067.371501.580013.0000.00000,832033,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,548,0.03,442.44,Billing Account,285.25200.7067.371501.580013.0000.00000,832032,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,572,0.03,470.16,Billing Account,285.25200.7067.371501.580013.0000.00000,821930,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,656,0.03,526.68,Billing Account,285.25200.7067.371501.580013.0000.00000,826616,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,697,0.03,561.66,Billing Account,285.25200.7067.371501.580013.0000.00000,821921,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,766,0.03,653.73,Billing Account,285.25200.7067.371501.580013.0000.00000,817600,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,832,0.03,654.96,Billing Account,285.25200.7067.371501.580013.0000.00000,825611,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,853,0.03,731.34,Billing Account,285.25200.7067.371501.580013.0000.00000,815720,2022
2022-06-30,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,1085,0.03,900.3,Billing Account,285.25200.7067.371501.580013.0000.00000,816526,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),3,0.35,4.14,Billing Account,285.25200.7067.371501.580013.0000.00000,827109,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,4.14,Billing Account,285.25200.7067.371501.580013.0000.00000,827109,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),4,3,1017,Billing Account,285.25200.7067.371501.580013.0000.00000,622465,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),8,3,40.32,Billing Account,285.25200.7067.371501.580013.0000.00000,827121,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,4.14,Billing Account,285.25200.7067.371501.580013.0000.00000,827109,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,40.32,Billing Account,285.25200.7067.371501.580013.0000.00000,827121,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,1017,Billing Account,285.25200.7067.371501.580013.0000.00000,622465,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Digital Capture (loose/up to 19x25.5"")",160,6,1017,Billing Account,285.25200.7067.371501.580013.0000.00000,622465,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),3,15,1017,Billing Account,285.25200.7067.371501.580013.0000.00000,622465,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",21,0.75,40.32,Billing Account,285.25200.7067.371501.580013.0000.00000,827121,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,3,0.03,4.14,Billing Account,285.25200.7067.371501.580013.0000.00000,827109,2022
2022-06-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,19,0.03,40.32,Billing Account,285.25200.7067.371501.580013.0000.00000,827121,2022
2022-06-30,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Deposit to Digital Repository Service,1,0,12915,Billing Account,285.25200.7067.371501.580013.0000.00000,830886,2022
2022-06-30,SCH,T-shirt Project,DIRECT - T-shirts as 3-dimensional objects on form,Digital Capture 3-D Object Tabletop,369,35,12915,Billing Account,285.25200.7067.371501.580013.0000.00000,830886,2022
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Customized Structural Metadata (simple object),4,3,62,MOU,NA,838202,2023
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Deposit to Digital Repository Service,1,50,62,MOU,NA,838202,2023
2022-07-22,FUN,"Fun, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposits of born digital files for FUN Library,Digital Image Processing: JPEG2000 generation,173,0,62,MOU,NA,838202,2023
2022-07-22,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),11,3,691.74,Billing Account,285.25200.7067.473405.580013.0000.00000,831294,2023
2022-07-22,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,691.74,Billing Account,285.25200.7067.473405.580013.0000.00000,831294,2023
2022-07-22,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Digital Capture (oversize/foldout),2,15,691.74,Billing Account,285.25200.7067.473405.580013.0000.00000,831294,2023
2022-07-22,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",806,0.75,691.74,Billing Account,285.25200.7067.473405.580013.0000.00000,831294,2023
2022-07-22,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,808,0.03,691.74,Billing Account,285.25200.7067.473405.580013.0000.00000,831294,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)",Deposit to Digital Repository Service,1,0,3348,MOU,NA,839981,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (loose/19x25.5""-34x45"")",108,25,3348,MOU,NA,839981,2023
2022-07-27,FUN,Russian Visual Materials,"DIRECT - Ongoing - Visual materials (posters, etc.)","Digital Capture (loose/up to 19x25.5"")",108,6,3348,MOU,NA,839981,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Customized Structural Metadata (simple object),1,3,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-10,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (bound/up to 15x23x4"", singleshot)",562,6,3375,Billing Account,110.01917.7067.431206.504013.0000.00000,819321,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Book Scanning (180-deg/up to 23x15x3),1662,0.35,615.12,Billing Account,285.25200.7067.473405.580013.0000.00000,831351,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Book Scanning (180-deg/up to 23x15x3),1708,0.35,621.8,Billing Account,285.25200.7067.473405.580013.0000.00000,831348,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),5,3,697.5,Billing Account,285.25200.7067.473405.580013.0000.00000,831250,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),6,3,621.8,Billing Account,285.25200.7067.473405.580013.0000.00000,831348,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),7,3,519.42,Billing Account,285.25200.7067.473405.580013.0000.00000,831234,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),7,3,615.12,Billing Account,285.25200.7067.473405.580013.0000.00000,831351,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),9,3,654.9,Billing Account,285.25200.7067.473405.580013.0000.00000,831275,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,519.42,Billing Account,285.25200.7067.473405.580013.0000.00000,831234,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,615.12,Billing Account,285.25200.7067.473405.580013.0000.00000,831351,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,621.8,Billing Account,285.25200.7067.473405.580013.0000.00000,831348,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,654.9,Billing Account,285.25200.7067.473405.580013.0000.00000,831275,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,697.5,Billing Account,285.25200.7067.473405.580013.0000.00000,831250,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",639,0.75,519.42,Billing Account,285.25200.7067.473405.580013.0000.00000,831234,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",805,0.75,654.9,Billing Account,285.25200.7067.473405.580013.0000.00000,831275,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",875,0.75,697.5,Billing Account,285.25200.7067.473405.580013.0000.00000,831250,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,200,0.03,621.8,Billing Account,285.25200.7067.473405.580013.0000.00000,831348,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,414,0.03,615.12,Billing Account,285.25200.7067.473405.580013.0000.00000,831351,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,639,0.03,519.42,Billing Account,285.25200.7067.473405.580013.0000.00000,831234,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,805,0.03,654.9,Billing Account,285.25200.7067.473405.580013.0000.00000,831275,2023
2022-08-10,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,875,0.03,697.5,Billing Account,285.25200.7067.473405.580013.0000.00000,831250,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),5,3,476.76,Billing Account,285.25200.7067.473405.580013.0000.00000,835329,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),9,3,792.96,Billing Account,285.25200.7067.473405.580013.0000.00000,832825,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),11,3,691.32,Billing Account,285.25200.7067.473405.580013.0000.00000,835860,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,476.76,Billing Account,285.25200.7067.473405.580013.0000.00000,835329,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,691.32,Billing Account,285.25200.7067.473405.580013.0000.00000,835860,2023
2022-08-10,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,792.96,Billing Account,285.25200.7067.473405.580013.0000.00000,832825,2023
